,lat,lon,depth,strike,dip
115,-19.189,-70.679,31.68,-13.58,20.34
116,-19.155,-70.533,37.76,-13.58,21.59
117,-19.121,-70.387,44.16,-13.58,22.62
118,-19.088,-70.243,50.82,-13.58,23.47
119,-19.054,-70.099,57.68,-13.58,24.16
120,-19.021,-69.957,64.72,-13.58,24.74
121,-19.212,-71.473,9.03,-13.58,9.01
122,-19.177,-71.319,12.15,-13.58,12.15
123,-19.142,-71.166,16.1,-13.58,14.78
124,-19.108,-71.015,20.76,-13.58,16.99
125,-19.073,-70.865,25.98,-13.58,18.82
126,-19.039,-70.717,31.68,-13.58,20.34
127,-19.006,-70.571,37.76,-13.58,21.59
128,-18.972,-70.426,44.16,-13.58,22.62
129,-18.938,-70.281,50.82,-13.58,23.47
130,-18.905,-70.138,57.68,-13.58,24.16
131,-18.871,-69.995,64.72,-13.58,24.74
